problem_type	constraint_class	instance	source_file
LP	general	test_conic_NormOneCone_VectorAffineFunction	test_conic.jl
LP	general	test_conic_NormOneCone_VectorOfVariables	test_conic.jl
NLP	general	test_conic_NormSpectralCone	test_conic.jl
NLP	general	test_conic_NormSpectralCone_2	test_conic.jl
NLP	general	test_conic_PositiveSemidefiniteConeSquare_3	test_conic.jl
NLP	general	test_conic_PositiveSemidefiniteConeSquare_VectorAffineFunction	test_conic.jl
NLP	general	test_conic_PositiveSemidefiniteConeSquare_VectorAffineFunction_2	test_conic.jl
NLP	general	test_conic_PositiveSemidefiniteConeSquare_VectorOfVariables	test_conic.jl
NLP	general	test_conic_PositiveSemidefiniteConeSquare_VectorOfVariables_2	test_conic.jl
NLP	general	test_conic_PositiveSemidefiniteConeTriangle	test_conic.jl
NLP	general	test_conic_PositiveSemidefiniteConeTriangle_3	test_conic.jl
NLP	general	test_conic_PositiveSemidefiniteConeTriangle_4	test_conic.jl
NLP	general	test_conic_PositiveSemidefiniteConeTriangle_VectorAffineFunction	test_conic.jl
NLP	general	test_conic_PositiveSemidefiniteConeTriangle_VectorAffineFunction_2	test_conic.jl
NLP	general	test_conic_PositiveSemidefiniteConeTriangle_VectorOfVariables	test_conic.jl
NLP	general	test_conic_PositiveSemidefiniteConeTriangle_VectorOfVariables_2	test_conic.jl
NLP	general	test_conic_PowerCone_VectorAffineFunction	test_conic.jl
NLP	general	test_conic_PowerCone_VectorOfVariables	test_conic.jl
NLP	general	test_conic_RelativeEntropyCone	test_conic.jl
NLP	general	test_conic_RootDetConeSquare	test_conic.jl
NLP	general	test_conic_RootDetConeSquare_VectorAffineFunction	test_conic.jl
NLP	general	test_conic_RootDetConeSquare_VectorOfVariables	test_conic.jl
NLP	general	test_conic_RootDetConeTriangle	test_conic.jl
NLP	general	test_conic_RootDetConeTriangle_VectorAffineFunction	test_conic.jl
NLP	general	test_conic_RootDetConeTriangle_VectorOfVariables	test_conic.jl
NLP	general	test_conic_RotatedSecondOrderCone_INFEASIBLE	test_conic.jl
NLP	general	test_conic_RotatedSecondOrderCone_INFEASIBLE_2	test_conic.jl
NLP	general	test_conic_RotatedSecondOrderCone_VectorAffineFunction	test_conic.jl
NLP	general	test_conic_RotatedSecondOrderCone_VectorOfVariables	test_conic.jl
NLP	general	test_conic_RotatedSecondOrderCone_out_of_order	test_conic.jl
NLP	general	test_conic_ScaledPositiveSemidefiniteConeTriangle_VectorAffineFunction	test_conic.jl
NLP	general	test_conic_SecondOrderCone_INFEASIBLE	test_conic.jl
NLP	general	test_conic_SecondOrderCone_Nonnegatives	test_conic.jl
NLP	general	test_conic_SecondOrderCone_Nonpositives	test_conic.jl
NLP	general	test_conic_SecondOrderCone_VectorAffineFunction	test_conic.jl
NLP	general	test_conic_SecondOrderCone_VectorOfVariables	test_conic.jl
NLP	general	test_conic_SecondOrderCone_negative_initial_bound	test_conic.jl
NLP	general	test_conic_SecondOrderCone_negative_post_bound	test_conic.jl
NLP	general	test_conic_SecondOrderCone_negative_post_bound_2	test_conic.jl
NLP	general	test_conic_SecondOrderCone_negative_post_bound_3	test_conic.jl
NLP	general	test_conic_SecondOrderCone_no_initial_bound	test_conic.jl
NLP	general	test_conic_SecondOrderCone_nonnegative_initial_bound	test_conic.jl
NLP	general	test_conic_SecondOrderCone_nonnegative_post_bound	test_conic.jl
NLP	general	test_conic_SecondOrderCone_out_of_order	test_conic.jl
NLP	general	test_conic_empty_matrix	test_conic.jl
LP	general	test_conic_linear_INFEASIBLE	test_conic.jl
LP	general	test_conic_linear_INFEASIBLE_2	test_conic.jl
LP	general	test_conic_linear_VectorAffineFunction	test_conic.jl
LP	general	test_conic_linear_VectorAffineFunction_2	test_conic.jl
LP	general	test_conic_linear_VectorOfVariables	test_conic.jl
LP	general	test_conic_linear_VectorOfVariables_2	test_conic.jl
LP	general	test_constraint_ConstraintDualStart	test_constraint.jl
LP	general	test_constraint_ConstraintPrimalStart	test_constraint.jl
NLP	general	test_constraint_PrimalStart_DualStart_SecondOrderCone	test_constraint.jl
LP	equality	test_constraint_ScalarAffineFunction_EqualTo	test_constraint.jl
LP	general	test_constraint_ScalarAffineFunction_GreaterThan	test_constraint.jl
LP	general	test_constraint_ScalarAffineFunction_Interval	test_constraint.jl
LP	general	test_constraint_ScalarAffineFunction_LessThan	test_constraint.jl
LP	general	test_constraint_ScalarAffineFunction_duplicate	test_constraint.jl
LP	general	test_constraint_VectorAffineFunction_duplicate	test_constraint.jl
LP	bound-constrained	test_constraint_get_ConstraintIndex	test_constraint.jl
NLP	general	test_constraint_qcp_duplicate_diagonal	test_constraint.jl
NLP	general	test_constraint_qcp_duplicate_off_diagonal	test_constraint.jl
LP	general	test_linear_DUAL_INFEASIBLE	test_linear.jl
LP	equality	test_linear_DUAL_INFEASIBLE_2	test_linear.jl
LP	general	test_linear_FEASIBILITY_SENSE	test_linear.jl
LP	general	test_linear_HyperRectangle_VectorAffineFunction	test_linear.jl
LP	bound-constrained	test_linear_HyperRectangle_VectorOfVariables	test_linear.jl
LP	general	test_linear_INFEASIBLE	test_linear.jl
LP	general	test_linear_INFEASIBLE_2	test_linear.jl
LP	general	test_linear_Interval_inactive	test_linear.jl
LP	general	test_linear_LessThan_and_GreaterThan	test_linear.jl
LP	general	test_linear_VariablePrimalStart_partial	test_linear.jl
LP	general	test_linear_VectorAffineFunction	test_linear.jl
LP	equality	test_linear_VectorAffineFunction_empty_row	test_linear.jl
LP	general	test_linear_add_constraints	test_linear.jl
LP	equality	test_linear_complex_Zeros	test_linear.jl
LP	equality	test_linear_complex_Zeros_duplicate	test_linear.jl
LP	general	test_linear_inactive_bounds	test_linear.jl
LP	general	test_linear_integration	test_linear.jl
LP	general	test_linear_integration_2	test_linear.jl
LP	general	test_linear_integration_Interval	test_linear.jl
LP	general	test_linear_integration_delete_variables	test_linear.jl
LP	general	test_linear_integration_modification	test_linear.jl
LP	general	test_linear_modify_GreaterThan_and_LessThan_constraints	test_linear.jl
LP	general	test_linear_open_intervals	test_linear.jl
LP	general	test_linear_transform	test_linear.jl
LP	bound-constrained	test_linear_variable_open_intervals	test_linear.jl
LP	equality	test_model_ListOfConstraintAttributesSet	test_model.jl
LP	bound-constrained	test_model_LowerBoundAlreadySet	test_model.jl
LP	bound-constrained	test_model_ModelFilter_AbstractConstraintAttribute	test_model.jl
LP	general	test_model_Name_VariableName_ConstraintName	test_model.jl
LP	general	test_model_ScalarAffineFunction_ConstraintName	test_model.jl
LP	general	test_model_ScalarFunctionConstantNotZero	test_model.jl
LP	bound-constrained	test_model_UpperBoundAlreadySet	test_model.jl
LP	bound-constrained	test_model_VariableIndex_ConstraintName	test_model.jl
LP	bound-constrained	test_model_add_constrained_variable_tuple	test_model.jl
LP	bound-constrained	test_model_delete	test_model.jl
LP	bound-constrained	test_model_duplicate_ScalarAffineFunction_ConstraintName	test_model.jl
NLP	general	test_model_is_valid	test_model.jl
LP	bound-constrained	test_model_ordered_indices	test_model.jl
LP	general	test_modification_affine_deletion_edge_cases	test_modification.jl
LP	bound-constrained	test_modification_coef_scalar_objective	test_modification.jl
LP	bound-constrained	test_modification_coef_scalaraffine_lessthan	test_modification.jl
LP	bound-constrained	test_modification_const_scalar_objective	test_modification.jl
LP	general	test_modification_const_vectoraffine_nonpos	test_modification.jl
LP	equality	test_modification_const_vectoraffine_zeros	test_modification.jl
NLP	bound-constrained	test_modification_constraint_scalarquadraticcoefficientchange	test_modification.jl
LP	bound-constrained	test_modification_delete_variable_with_single_variable_obj	test_modification.jl
LP	unconstrained	test_modification_delete_variables_in_a_batch	test_modification.jl
LP	bound-constrained	test_modification_func_scalaraffine_lessthan	test_modification.jl
LP	general	test_modification_func_vectoraffine_nonneg	test_modification.jl
LP	equality	test_modification_incorrect	test_modification.jl
LP	bound-constrained	test_modification_incorrect_VariableIndex	test_modification.jl
LP	equality	test_modification_mathoptinterface_issue_2452	test_modification.jl
LP	general	test_modification_multirow_vectoraffine_nonpos	test_modification.jl
NLP	unconstrained	test_modification_objective_scalarquadraticcoefficientchange	test_modification.jl
LP	bound-constrained	test_modification_set_function_single_variable	test_modification.jl
LP	bound-constrained	test_modification_set_scalaraffine_lessthan	test_modification.jl
LP	bound-constrained	test_modification_set_singlevariable_lessthan	test_modification.jl
LP	bound-constrained	test_modification_transform_singlevariable_lessthan	test_modification.jl
LP	general	test_multi_objective_solve_and_objective_value	test_multiobjective.jl
LP	unconstrained	test_multiobjective_vector_affine_function	test_multiobjective.jl
LP	unconstrained	test_multiobjective_vector_affine_function_delete	test_multiobjective.jl
LP	unconstrained	test_multiobjective_vector_affine_function_delete_vector	test_multiobjective.jl
LP	unconstrained	test_multiobjective_vector_affine_function_modify	test_multiobjective.jl
NLP	unconstrained	test_multiobjective_vector_nonlinear	test_multiobjective.jl
NLP	unconstrained	test_multiobjective_vector_nonlinear_delete	test_multiobjective.jl
NLP	unconstrained	test_multiobjective_vector_nonlinear_delete_vector	test_multiobjective.jl
NLP	unconstrained	test_multiobjective_vector_nonlinear_modify	test_multiobjective.jl
LP	unconstrained	test_multiobjective_vector_of_variables	test_multiobjective.jl
LP	unconstrained	test_multiobjective_vector_of_variables_delete	test_multiobjective.jl
LP	unconstrained	test_multiobjective_vector_of_variables_delete_all	test_multiobjective.jl
LP	unconstrained	test_multiobjective_vector_of_variables_delete_vector	test_multiobjective.jl
NLP	unconstrained	test_multiobjective_vector_quadratic_function	test_multiobjective.jl
NLP	unconstrained	test_multiobjective_vector_quadratic_function_delete	test_multiobjective.jl
NLP	unconstrained	test_multiobjective_vector_quadratic_function_delete_vector	test_multiobjective.jl
NLP	unconstrained	test_multiobjective_vector_quadratic_function_modify	test_multiobjective.jl
NLP	general	test_nonlinear_constraint_log	test_nonlinear.jl
NLP	general	test_nonlinear_constraint_scalar_affine_function	test_nonlinear.jl
NLP	general	test_nonlinear_constraint_uminus	test_nonlinear.jl
NLP	general	test_nonlinear_duals	test_nonlinear.jl
NLP	general	test_nonlinear_expression_hs071	test_nonlinear.jl
NLP	general	test_nonlinear_expression_hs071_epigraph	test_nonlinear.jl
NLP	general	test_nonlinear_expression_hs109	test_nonlinear.jl
NLP	bound-constrained	test_nonlinear_expression_hs110	test_nonlinear.jl
NLP	unconstrained	test_nonlinear_expression_multivariate_function	test_nonlinear.jl
NLP	general	test_nonlinear_expression_overrides_objective	test_nonlinear.jl
NLP	bound-constrained	test_nonlinear_expression_quartic	test_nonlinear.jl
NLP	unconstrained	test_nonlinear_expression_univariate_function	test_nonlinear.jl
NLP	general	test_nonlinear_hs071	test_nonlinear.jl
NLP	general	test_nonlinear_hs071_NLPBlockDual	test_nonlinear.jl
NLP	general	test_nonlinear_hs071_hessian_vector_product	test_nonlinear.jl
NLP	general	test_nonlinear_hs071_no_hessian	test_nonlinear.jl
NLP	equality	test_nonlinear_objective	test_nonlinear.jl
NLP	equality	test_nonlinear_objective_and_moi_objective_test	test_nonlinear.jl
NLP	general	test_nonlinear_quadratic_1	test_nonlinear.jl
NLP	general	test_nonlinear_quadratic_2	test_nonlinear.jl
NLP	general	test_nonlinear_quadratic_3	test_nonlinear.jl
NLP	general	test_nonlinear_quadratic_4	test_nonlinear.jl
NLP	general	test_nonlinear_vector_complements	test_nonlinear.jl
NLP	general	test_nonlinear_with_scalar_quadratic_function_with_off_diag	test_nonlinear.jl
NLP	equality	test_nonlinear_without_objective	test_nonlinear.jl
LP	bound-constrained	test_objective_FEASIBILITY_SENSE_clears_objective	test_objective.jl
LP	bound-constrained	test_objective_ObjectiveFunction_VariableIndex	test_objective.jl
LP	unconstrained	test_objective_ObjectiveFunction_blank	test_objective.jl
LP	bound-constrained	test_objective_ObjectiveFunction_constant	test_objective.jl
LP	bound-constrained	test_objective_ObjectiveFunction_duplicate_terms	test_objective.jl
LP	unconstrained	test_objective_ScalarAffineFunction_in_ListOfModelAttributesSet	test_objective.jl
NLP	unconstrained	test_objective_ScalarQuadraticFunction_in_ListOfModelAttributesSet	test_objective.jl
LP	unconstrained	test_objective_VariableIndex_in_ListOfModelAttributesSet	test_objective.jl
NLP	unconstrained	test_objective_get_ObjectiveFunction_ScalarAffineFunction	test_objective.jl
NLP	bound-constrained	test_objective_qp_ObjectiveFunction_edge_cases	test_objective.jl
NLP	bound-constrained	test_objective_qp_ObjectiveFunction_zero_ofdiag	test_objective.jl
LP	unconstrained	test_objective_set_via_modify	test_objective.jl
NLP	general	test_quadratic_SecondOrderCone_basic	test_quadratic.jl
NLP	general	test_quadratic_constraint_GreaterThan	test_quadratic.jl
NLP	general	test_quadratic_constraint_LessThan	test_quadratic.jl
NLP	general	test_quadratic_constraint_basic	test_quadratic.jl
NLP	general	test_quadratic_constraint_integration	test_quadratic.jl
NLP	general	test_quadratic_constraint_minimize	test_quadratic.jl
